pl_hostname,pl_name,pl_discmethod,pl_orbper,st_dist,st_mass,st_rad,pl_rade,pl_trandur,pl_tranmid,pl_facility
Kepler-33,Kepler-33 d,Transit,21.77596,1113,1.29,1.82,5.35,0.3338,2455022.6342,Kepler
Kepler-596,Kepler-596 b,Transit,21.30022655,1083,1.21,1.32,3.46,0.170342,2455022.70556,Kepler
Kepler-505,Kepler-505 b,Transit,27.52197994,222,0.55,0.53,2.6,0.1696,2455022.823547,Kepler
Kepler-737,Kepler-737 b,Transit,28.59915399,195,0.51,0.48,1.96,0.152633,2455022.92579,Kepler
Kepler-1185,Kepler-1185 b,Transit,104.3518976,296,0.96,0.87,1.33,0.14942,2455023.10231,Kepler
Kepler-726,Kepler-726 b,Transit,21.80451088,838,0.88,0.85,3.26,0.141379,2455023.49775,Kepler
Kepler-937,Kepler-937 c,Transit,153.343364,1482,1.15,1.22,2.67,0.44646,2455023.537,Kepler
Kepler-1333,Kepler-1333 b,Transit,109.6471842,958,0.94,0.92,2.81,0.26033,2455023.67583,Kepler
Kepler-951,Kepler-951 b,Transit,71.52530845,408,0.77,0.73,5.59,0.246971,2455024.692545,Kepler
Kepler-632,Kepler-632 b,Transit,30.99660733,349,0.91,0.84,2.21,0.116496,2455024.7859,Kepler
Kepler-1135,Kepler-1135 b,Transit,76.957857,728,0.96,0.94,1.85,0.391,2455025.33214,Kepler
Kepler-604,Kepler-604 b,Transit,25.85501786,981,1.02,1.03,2.59,0.163596,2455025.57518,Kepler
Kepler-655,Kepler-655 b,Transit,46.4063358,783,1.15,1.24,2.71,0.291421,2455025.99547,Kepler
Kepler-512,Kepler-512 b,Transit,34.43587975,531,1.17,1.3,2.69,0.242775,2455026.03913,Kepler
Kepler-569,Kepler-569 b,Transit,34.18890521,645,0.95,0.93,3.16,0.2216,2455026.38876,Kepler
HAT-P-16,HAT-P-16 b,Transit,2.77596,235,1.22,1.24,14.448,0.1276,2455027.59293,HATNet
Kepler-576,Kepler-576 b,Transit,29.91136794,698,0.99,0.97,3.27,0.28483,2455027.70699,Kepler
Kepler-1540,Kepler-1540 b,Transit,125.4131177,262,0.74,0.69,2.49,0.092225,2455028.62717,Kepler
Kepler-561,Kepler-561 c,Transit,5.35016198,667,0.96,0.94,2.68,0.09346,2455028.760482,Kepler
Kepler-706,Kepler-706 b,Transit,41.40831347,810,0.87,0.84,13.17,0.20929,2455028.787445,Kepler
Kepler-752,Kepler-752 b,Transit,18.82747265,1075,0.87,0.83,2.81,0.19717,2455029.18905,Kepler
Kepler-561,Kepler-561 b,Transit,58.3620495,667,0.96,0.94,6.96,0.261912,2455029.555062,Kepler
Kepler-747,Kepler-747 b,Transit,35.61760587,855,0.82,0.78,5.27,0.350867,2455030.03542,Kepler
Kepler-1475,Kepler-1475 b,Transit,82.177374,1714,1.18,1.28,2.92,0.38187,2455030.19323,Kepler
Kepler-767,Kepler-767 b,Transit,161.5280101,1185,0.96,0.94,6.64,0.153896,2455031.00109,Kepler
Kepler-937,Kepler-937 b,Transit,67.668827,1482,1.15,1.22,3.72,0.40096,2455031.19646,Kepler
Kepler-553,Kepler-553 c,Transit,328.2399546,725,0.92,0.85,11.2,0.505296,2455032.204142,Kepler
Kepler-581,Kepler-581 b,Transit,40.6069821,833,1,1,2.63,0.23829,2455032.25779,Kepler
Kepler-858,Kepler-858 b,Transit,76.13602028,296,0.96,0.91,4.87,0.331675,2455032.479049,Kepler
Kepler-705,Kepler-705 b,Transit,56.0560538,251,0.53,0.51,2.11,0.19146,2455034.16561,Kepler
Kepler-1593,Kepler-1593 b,Transit,174.509835,755,0.81,0.77,3.17,0.29575,2455034.47267,Kepler
Kepler-1527,Kepler-1527 b,Transit,160.129918,1560,1.21,1.32,4.77,0.549,2455036.48043,Kepler
Kepler-700,Kepler-700 b,Transit,80.8720639,1061,0.98,0.96,5.99,0.46308,2455036.89696,Kepler
Kepler-1620,Kepler-1620 b,Transit,101.951829,773,1.15,1.23,1.61,0.24954,2455039.3507,Kepler
Kepler-521,Kepler-521 b,Transit,22.20813214,737,1.34,1.46,3.18,0.305104,2455039.35915,Kepler
Kepler-725,Kepler-725 b,Transit,39.64317811,778,0.88,0.84,10.63,0.269429,2455039.596256,Kepler
Kepler-987,Kepler-987 b,Transit,105.3033148,936,0.97,0.91,3.26,0.255,2455040.17343,Kepler
Kepler-712,Kepler-712 c,Transit,226.89047,944,0.84,0.78,4.85,0.31354,2455040.36031,Kepler
Kepler-712,Kepler-712 b,Transit,21.02247699,944,0.84,0.78,3.41,0.170442,2455040.67707,Kepler
Kepler-966,Kepler-966 b,Transit,99.747622,773,1.02,1.02,4.13,0.281,2455041.39537,Kepler
Kepler-616,Kepler-616 c,Transit,90.4113556,1019,0.98,0.97,3.41,0.27179,2455041.50399,Kepler
Kepler-1548,Kepler-1548 b,Transit,124.828679,1150,0.99,0.97,2.64,0.26392,2455041.78455,Kepler
Kepler-667,Kepler-667 b,Transit,41.43962808,907,0.91,0.87,4.73,0.443617,2455041.93112,Kepler
Kepler-991,Kepler-991 b,Transit,82.5342519,370,0.64,0.61,2.54,0.2014,2455042.12641,Kepler
Kepler-509,Kepler-509 b,Transit,41.74600392,339,1.1,1.2,2.49,0.191908,2455043.399304,Kepler
Kepler-1544,Kepler-1544 b,Transit,168.811174,349,0.81,0.74,1.78,0.271,2455044.44085,Kepler
Kepler-538,Kepler-538 b,Transit,81.73780699,165,0.96,0.9,2.26,0.279187,2455044.678814,Kepler
Kepler-1489,Kepler-1489 b,Transit,82.294751,870,0.93,0.9,1.77,0.29204,2455045.0073,Kepler
Kepler-1549,Kepler-1549 b,Transit,214.886545,792,0.88,0.84,2.57,0.4212,2455046.387,Kepler
Kepler-1494,Kepler-1494 b,Transit,91.080482,1059,0.96,0.94,3.07,0.4021,2455046.7586,Kepler
Kepler-799,Kepler-799 b,Transit,133.4605235,1029,0.95,0.93,6.88,0.48379,2455049.04571,Kepler
Kepler-1633,Kepler-1633 b,Transit,186.404271,811,1.2,1.32,1.58,0.4358,2455049.2211,Kepler
Kepler-920,Kepler-920 c,Transit,100.8274113,926,0.89,0.85,3.8,0.34504,2455049.38988,Kepler
Kepler-1609,Kepler-1609 b,Transit,114.34219,1483,1.18,1.27,2.22,0.54171,2455049.7412,Kepler
Kepler-1552,Kepler-1552 b,Transit,184.771853,618,0.85,0.78,2.47,0.40442,2455050.36155,Kepler
Kepler-807,Kepler-807 b,Transit,117.93108781,1312,1.04,1.06,10.42,0.242046,2455052.704459,Kepler
Kepler-10,Kepler-10 c,Transit,45.294301,173,0.91,1.06,2.35,0.2874,2455062.26648,Kepler
Kepler-1016,Kepler-1016 c,Transit,105.6551369,1239,0.99,1,3.68,0.38512,2455063.10031,Kepler
Kepler-1362,Kepler-1362 b,Transit,136.205626,767,0.8,0.74,2.6,0.22879,2455067.72365,Kepler
Kepler-289,Kepler-289 c,Transit,125.8518,700,1.08,1,11.59,0.3361,2455069.8518,Kepler
Kepler-540,Kepler-540 b,Transit,172.7049784,350,1.02,1.08,2.71,0.469971,2455069.92338,Kepler
Kepler-1545,Kepler-1545 b,Transit,163.692349,688,0.84,0.8,2.7,0.28567,2455071.76652,Kepler
Kepler-1514,Kepler-1514 b,Transit,217.8317626,379,1.21,1.22,11.82,0.887654,2455071.820188,Kepler
Kepler-9,Kepler-9 b,Transit,19.24,650,1.07,1.02,9.438,0.15927,2455073.43381,Kepler
Kepler-549,Kepler-549 c,Transit,117.040498,648,0.88,0.84,2.93,0.35604,2455078.61616,Kepler
KIC 5437945,Kepler-460 c,Transit,220.1303357,848,1.07,1.24,5.52,0.89354,2455078.98586,Kepler
Kepler-603,Kepler-603 c,Transit,127.9075774,967,1.01,1.01,6.5,0.56242,2455079.44953,Kepler
Kepler-1294,Kepler-1294 b,Transit,115.6862258,1120,0.99,0.97,3.19,0.19271,2455079.98767,Kepler
HAT-P-20,HAT-P-20 b,Transit,2.875317,70,0.76,0.69,9.718,0.077,2455080.92661,HATNet
KOI-351,KOI-351 f,Transit,124.9144,780,1.2,1.2,2.88,0.4558,2455087.704,Kepler
Kepler-101,Kepler-101 b,Transit,3.4876812,657,1.17,1.56,5.77,0.161,2455088.77995,Kepler
Kepler-1341,Kepler-1341 b,Transit,132.9968322,466,0.79,0.72,2.99,0.31121,2455091.38598,Kepler
HAT-P-19,HAT-P-19 b,Transit,4.008778,215,0.84,0.82,12.689,0.1182,2455091.53417,HATNet
Kepler-743,Kepler-743 b,Transit,3.17926292,258,0.94,0.85,1.21,0.0427,2455094.842389,Kepler
Kepler-77,Kepler-77 b,Transit,3.57878087,570,0.95,0.99,10.761,0.12224,2455095.865727,Kepler
Kepler-896,Kepler-896 b,Transit,144.547396,896,0.84,0.81,2.53,0.62342,2455098.95281,Kepler
Kepler-1318,Kepler-1318 b,Transit,213.257663,475,0.73,0.7,3.11,0.32396,2455101.13587,Kepler
Kepler-1090,Kepler-1090 b,Transit,198.680179,702,0.86,0.82,2.25,0.34529,2455103.66913,Kepler
Kepler-1550,Kepler-1550 b,Transit,225.582809,1202,1.07,1.11,3.02,0.46587,2455105.79803,Kepler
Kepler-1630,Kepler-1630 b,Transit,509.997402,278,0.66,0.63,2.19,0.35337,2455109.73122,Kepler
Kepler-1513,Kepler-1513 b,Transit,160.88465087,384,0.99,0.97,8.46,0.448067,2455110.504085,Kepler
Kepler-820,Kepler-820 b,Transit,127.8338098,989,1.23,1.36,6.09,0.453221,2455126.41778,Kepler
Kepler-1538,Kepler-1538 b,Transit,175.138819,1291,1.03,1.03,2.82,0.44442,2455129.03986,Kepler
Kepler-1533,Kepler-1533 b,Transit,308.5471,852,1.31,1.51,3.46,0.76933,2455129.0682,Kepler
Kepler-1143,Kepler-1143 c,Transit,210.630591,632,0.81,0.77,3.6,0.36146,2455133.72799,Kepler
Kepler-452,Kepler-452 b,Transit,384.843,548,1.04,1.11,1.63,0.4429167,2455147.985,Kepler
Kepler-1554,Kepler-1554 b,Transit,198.088774,982,0.84,0.81,2.9,0.33838,2455152.73061,Kepler
Kepler-1085,Kepler-1085 b,Transit,219.3217528,1518,1.11,1.14,7.22,0.51492,2455153.7286,Kepler
Kepler-9,Kepler-9 c,Transit,38.91,650,1.07,1.02,9.225,0.17121,2455164.18301,Kepler
Kepler-18,Kepler-18 c,Transit,7.64159,507,0.97,1.11,5.49,0.1453,2455167.0883,Kepler
Kepler-1519,Kepler-1519 b,Transit,240.7989397,858,0.94,0.91,7.06,0.68508,2455167.14185,Kepler
Kepler-18,Kepler-18 d,Transit,14.85888,507,0.97,1.11,6.98,0.1533,2455169.1776,Kepler
Kepler-1515,Kepler-1515 b,Transit,214.3114164,504,1.3,1.41,9.55,0.673892,2455169.331329,Kepler
Kepler-1625,Kepler-1625 b,Transit,287.378949,1213,0.96,0.94,6.06,0.78692,2455181.82981,Kepler
Kepler-17,Kepler-17 b,Transit,1.4857108,800,1.16,1.05,14.68,0.09485,2455185.678035,Kepler
Kepler-44,Kepler-44 b,Transit,3.2467293,2250,1.12,1.35,12.22,0.1302,2455187.1564,Kepler
Kepler-41,Kepler-41 b,Transit,1.8555582,770,1.15,1.29,14.46,0.1014,2455187.280482,Kepler
Kepler-74,Kepler-74 b,Transit,7.340711,1330,1.18,1.12,10.76,0.1284,2455187.56737,Kepler
Kepler-893,Kepler-893 b,Transit,6.33855761,1216,1,0.99,3.03,0.136804,2455187.8511,Kepler
Kepler-760,Kepler-760 c,Transit,2.46697439,782,0.89,0.85,1.48,0.065192,2455187.92929,Kepler
Kepler-1208,Kepler-1208 b,Transit,11.08507637,877,0.8,0.76,2.32,0.07117,2455188.03662,Kepler
Kepler-748,Kepler-748 b,Transit,7.40742793,1271,1.07,1.1,2.52,0.149183,2455188.49521,Kepler
Kepler-817,Kepler-817 b,Transit,3.99010623,1401,1.03,1.03,9.03,0.101121,2455188.840733,Kepler
Kepler-862,Kepler-862 b,Transit,3.14866453,806,0.88,0.84,2.21,0.090808,2455189.93547,Kepler
Kepler-762,Kepler-762 b,Transit,3.7705521,1465,1.06,1.08,12.68,0.159488,2455190.118242,Kepler
Kepler-860,Kepler-860 b,Transit,5.10137945,1295,1.04,1.06,3.24,0.10805,2455190.4825,Kepler
Kepler-760,Kepler-760 b,Transit,8.70419416,782,0.89,0.85,3.06,0.123921,2455190.56008,Kepler
WASP-31,WASP-31 b,Transit,3.4059096,360,1.16,1.25,17.363,0.1103,2455192.6887,SuperWASP
Kepler-816,Kepler-816 b,Transit,10.50682565,1059,0.9,0.85,10.24,0.155967,2455193.082546,Kepler
Kepler-856,Kepler-856 b,Transit,8.02768059,1175,0.96,0.93,9.3,0.130837,2455193.171476,Kepler
Kepler-855,Kepler-855 b,Transit,7.8866311,1043,1.03,1.03,8.35,0.2174608,2455193.514349,Kepler
PH2,PH2 b,Transit,282.5255,346,0.94,1,10.12,0.4375,2455196.0709,Kepler
Kepler-894,Kepler-894 b,Transit,9.803224,1090,0.87,0.85,2.78,0.187225,2455196.9859,Kepler
HAT-P-39,HAT-P-39 b,Transit,3.54387,642,1.4,1.62,17.609,0.1745,2455208.75049,HATNet
WASP-135,WASP-135 b,Transit,1.4013794,300,0.98,0.96,14.572,0.069,2455230.9902,SuperWASP
Kepler-511,Kepler-511 b,Transit,296.637865,448,1,1.2,6.35,0.675962,2455236.672788,Kepler
HATS-1,HATS-1 b,Transit,3.446459,303,0.99,1.04,14.594,0.1007,2455241.28722,HATSouth
Kepler-167,Kepler-167 e,Transit,1071.23228,330,0.77,0.73,10.15,0.6720833,2455253.28699,Kepler
Kepler-1635,Kepler-1635 b,Transit,469.63111,1084,0.89,0.85,3.64,0.56483,2455255.4954,Kepler
CoRoT-19,CoRoT-19 b,Transit,3.89713,770,1.21,1.65,14.46,0.1958,2455257.44102,CoRoT
Kepler-1600,Kepler-1600 b,Transit,386.370548,992,0.86,0.82,3.13,0.4562,2455285.8748,Kepler
WASP-28,WASP-28 b,Transit,3.40883,410,1.02,1.09,13.597,0.1349,2455290.40519,SuperWASP
CoRoT-23,CoRoT-23 b,Transit,3.6313,600,1.14,1.61,11.77,0.162,2455308.939,CoRoT
WASP-23,WASP-23 b,Transit,2.9444256,208.74,0.78,0.77,10.783,0.09976,2455320.12363,SuperWASP
CoRoT-18,CoRoT-18 b,Transit,1.9000693,870,0.95,1,14.68,0.0995,2455321.72412,CoRoT
Kepler-1634,Kepler-1634 b,Transit,374.876239,654,0.92,0.89,3.19,0.472,2455324.06305,Kepler
Kepler-421,Kepler-421 b,Transit,704.1984,320,0.79,0.76,4.16,0.6579,2455325.7674,Kepler
WASP-37,WASP-37 b,Transit,3.577469,343,0.93,1,13.002,0.1304,2455338.6188,SuperWASP
WASP-39,WASP-39 b,Transit,4.055259,230,0.93,0.9,14.235,0.1168,2455342.9688,SuperWASP
CoRoT-9,CoRoT-9 b,Transit,95.272656,460,0.96,0.96,11.949,0.3445,2455365.52723,CoRoT
Kepler-1439,Kepler-1439 b,Transit,8.07392849,215,0.46,0.43,1.46,0.09237,2455373.04158,Kepler
Kepler-1654,Kepler-1654 b,Transit,1047.8356,567.84,1.01,1.18,9.18,0.958,2455375.1341,Kepler
Kepler-1632,Kepler-1632 b,Transit,448.303558,584,1.12,1.19,2.47,0.52971,2455398.17593,Kepler
Kepler-439,Kepler-439 b,Transit,178.1396,693,0.88,0.87,2.24,0.3996,2455399.3987,Kepler
HAT-P-27,HAT-P-27 b,Transit,3.039577,204,0.94,0.9,11.43,0.07,2455407.9088,HATNet
HAT-P-28,HAT-P-28 b,Transit,3.257215,395,1.02,1.1,13.585,0.1341,2455417.59832,HATNet
Kepler-62,Kepler-62 f,Transit,267.291,368,0.69,0.64,1.41,0.3108,2455422.71,Kepler
WASP-44,WASP-44 b,Transit,2.4238039,368.31,0.95,0.93,12.778,0.0936,2455434.376,SuperWASP
Kepler-436,Kepler-436 b,Transit,64.00205,618,0.73,0.7,2.73,0.1946,2455477.6307,Kepler
WASP-43,WASP-43 b,Transit,0.813475,80,0.58,0.6,10.424,0.0483,2455528.86774,SuperWASP
Kepler-167,Kepler-167 c,Transit,7.406114,330,0.77,0.73,1.548,0.1144167,2455552.15774,Kepler
WASP-64,WASP-64 b,Transit,1.5732918,350,1,1.06,14.247,0.09999,2455582.60169,SuperWASP
Kepler-11,Kepler-11 c,Transit,13.0241,613,0.96,1.06,2.87,0.1893,2455583.3494,Kepler
Kepler-11,Kepler-11 b,Transit,10.3039,613,0.96,1.06,1.8,0.1715,2455589.7378,Kepler
Kepler-11,Kepler-11 g,Transit,118.3807,613,0.96,1.06,3.33,0.3945,2455593.8021,Kepler
Kepler-11,Kepler-11 d,Transit,22.6845,613,0.96,1.06,3.12,0.2328,2455594.0069,Kepler
Kepler-11,Kepler-11 e,Transit,31.9996,613,0.96,1.06,4.19,0.1735,2455595.0755,Kepler
Kepler-11,Kepler-11 f,Transit,46.6888,613,0.96,1.06,2.49,0.268,2455618.271,Kepler
Kepler-443,Kepler-443 b,Transit,177.6693,779,0.74,0.71,2.33,0.3729,2455630.246,Kepler
Kepler-75,Kepler-75 b,Transit,8.8849116,1140,0.91,0.89,11.77,0.0866,2455640.4403,Kepler
HAT-P-37,HAT-P-37 b,Transit,2.797436,411,0.93,0.88,13.204,0.0971,2455642.14318,HATNet
KOI-351,KOI-351 i,Transit,14.44912,780,1.2,1.2,1.32,0.1166667,2455644.3488,Kepler
Kepler-80,Kepler-80 g,Transit,14.64558,357,0.73,0.68,1.13,0.0883333,2455658.6073,Kepler
Kepler-441,Kepler-441 b,Transit,207.2482,284,0.57,0.55,1.64,0.2521,2455667.7764,Kepler
Kepler-167,Kepler-167 d,Transit,21.803855,330,0.77,0.73,1.194,0.14925,2455669.7934,Kepler
Kepler-437,Kepler-437 b,Transit,66.65062,417,0.71,0.68,2.14,0.2329,2455670.6876,Kepler
Kepler-438,Kepler-438 b,Transit,35.23319,145,0.54,0.52,1.12,0.145,2455673.0307,Kepler
HAT-P-44,HAT-P-44 b,Transit,4.301219,363,0.94,0.95,13.922,0.1302,2455696.93695,HATNet
HAT-P-46,HAT-P-46 b,Transit,4.463129,296,1.28,1.4,14.392,0.1291,2455701.33646,HATNet
WASP-20,WASP-20 b,Transit,4.8996284,210,1.2,1.39,16.388,0.1418,2455715.65562,SuperWASP
HAT-P-45,HAT-P-45 b,Transit,3.128992,305,1.26,1.32,15.984,0.1436,2455729.98612,HATNet
WASP-70 A,WASP-70 A b,Transit,3.7130203,245,1.11,1.22,13.047,0.1389,2455736.50348,SuperWASP
CoRoT-27,CoRoT-27 b,Transit,3.57532,1035.15,1.05,1.08,11.287,0.1154,2455748.684,CoRoT
CoRoT-29,CoRoT-29 b,Transit,2.85057,765,0.97,0.9,10.088,0.09125,2455753.115,CoRoT
CoRoT-28,CoRoT-28 b,Transit,5.20851,560,1.01,1.78,10.705,0.2375,2455755.8466,CoRoT
Kepler-440,Kepler-440 b,Transit,101.11141,261,0.57,0.56,1.86,0.3313,2455756.2986,Kepler
Kepler-186,Kepler-186 f,Transit,129.9441,172,0.54,0.52,1.17,0.2342,2455789.494,Kepler
WASP-52,WASP-52 b,Transit,1.7497798,140,0.87,0.79,14.24,0.0754,2455793.68143,SuperWASP
HATS-62,HATS-62 b,Transit,3.2768837,516.8,0.9,0.93,11.825,0.11522,2455808.05158,HATSouth
HATS-4,HATS-4 b,Transit,2.516729,420,1,0.93,11.433,0.1053,2455808.34095,HATSouth
HAT-P-53,HAT-P-53 b,Transit,1.9616241,719,1.09,1.21,14.773,0.1164,2455829.44781,HATNet
WASP-59,WASP-59 b,Transit,7.919585,125,0.72,0.61,8.687,0.102,2455830.95559,SuperWASP
Kepler-167,Kepler-167 b,Transit,4.3931632,330,0.77,0.73,1.615,0.0979167,2455831.78317,Kepler
Kepler-442,Kepler-442 b,Transit,112.3053,342,0.61,0.6,1.34,0.2342,2455849.5578,Kepler
HAT-P-52,HAT-P-52 b,Transit,2.7535953,385,0.89,0.89,11.31,0.1003,2455852.10326,HATNet
HAT-P-38,HAT-P-38 b,Transit,4.640382,249,0.89,0.92,9.247,0.1267,2455863.11957,HATNet
CoRoTID 223977153,CoRoTID 223977153 b,Transit,6.71837,586.2,1.08,0.79,6.389,0.104,2455901.811,CoRoT
KELT-1,KELT-1 b,Transit,1.217514,262,1.32,1.46,12.442,0.11519,2455914.1628,KELT
WASP-83,WASP-83 b,Transit,4.971252,300,1.11,1.05,11.657,0.1402,2455928.8853,SuperWASP
KOI-3680,KOI-3680 b,Transit,141.241671,946.59,1.01,0.96,11.097,0.2807,2455936.65434,Kepler
Kepler-39,Kepler-39 b,Transit,21.08721,1200,1.29,1.4,13.9,0.2483,2455942.60708,Kepler
HAT-P-42,HAT-P-42 b,Transit,4.641878,447,1.18,1.53,14.348,0.1681,2455952.52603,HATNet
HATS-2,HATS-2 b,Transit,1.354133,360,0.88,0.9,13.092,0.0862,2455954.58576,HATSouth
HAT-P-67,HAT-P-67 b,Transit,4.8101025,320,1.64,2.55,23.371,0.2912,2455961.38467,HATNet
HAT-P-43,HAT-P-43 b,Transit,3.332687,542,1.05,1.1,14.359,0.1354,2455997.37106,HATNet
WASP-75,WASP-75 b,Transit,2.484193,260,1.14,1.26,14.235,0.0822,2456016.2669,SuperWASP
WASP-93,WASP-93 b,Transit,2.7325321,250,1.33,1.52,17.901,0.0931,2456079.5642,SuperWASP
WASP-76,WASP-76 b,Transit,1.809886,120,1.46,1.73,20.512,0.1539,2456107.85507,SuperWASP
WASP-65,WASP-65 b,Transit,2.3114243,310,0.93,1.01,12.464,0.11396,2456110.68772,SuperWASP
HATS-3,HATS-3 b,Transit,3.547851,453,1.21,1.4,15.48,0.1494,2456155.96734,HATSouth
KELT-4 A,KELT-4 A b,Transit,2.9895932,210,1.2,1.6,19.044,0.14428,2456190.30201,KELT
HAT-P-51,HAT-P-51 b,Transit,4.2180278,470,0.98,1.04,14.493,0.1403,2456194.12204,HATNet
WASP-89,WASP-89 b,Transit,3.3564227,293.38,0.92,0.88,11.657,0.1025,2456207.02114,SuperWASP
Qatar-1,Qatar-1 b,Transit,1.4200242,186.61,0.84,0.8,12.812,0.06921,2456234.103218,Qatar
WASP-90,WASP-90 b,Transit,3.916243,340,1.55,1.98,18.271,0.1398,2456235.5639,SuperWASP
WASP-96,WASP-96 b,Transit,3.4252602,356.02,1.06,1.05,13.45,0.1011,2456258.0621,SuperWASP
HATS-5,HATS-5 b,Transit,4.763387,257,0.94,0.87,10.223,0.1244,2456273.79068,HATSouth
HAT-P-50,HAT-P-50 b,Transit,3.1220109,497,1.27,1.7,14.437,0.1531,2456285.90993,HATNet
WASP-91,WASP-91 b,Transit,2.798581,150.59,0.84,0.86,11.545,0.0976,2456297.719,SuperWASP-South
HATS-13,HATS-13 b,Transit,3.0440499,476,0.96,0.89,13.585,0.10978,2456340.31705,HATSouth
WASP-92,WASP-92 b,Transit,2.1746742,530,1.19,1.34,16.376,0.1153,2456381.2834,SuperWASP
HATS-15,HATS-15 b,Transit,1.74748753,689,0.87,0.92,12.386,0.09457,2456387.21161,HATSouth
WASP-104,WASP-104 b,Transit,1.7554137,143,1.08,0.96,12.745,0.07342,2456406.11126,SuperWASP
HATS-14,HATS-14 b,Transit,2.7667641,513,0.97,0.93,11.646,0.11009,2456408.76462,HATSouth
HAT-P-65,HAT-P-65 b,Transit,2.6054552,841,1.21,1.86,21.185,0.1819,2456409.33263,HATNet
HATS-32,HATS-32 b,Transit,2.8126548,839,1.1,1.1,14,0.1189,2456454.6252,HATSouth
HATS-10,HATS-10 b,Transit,3.312846,496,1.1,1.1,10.862,0.1253,2456457.88193,HATSouth
WASP-103,WASP-103 b,Transit,0.925542,470,1.22,1.44,17.127,0.108,2456459.59957,SuperWASP
WASP-80,WASP-80 b,Transit,3.06785234,60,0.58,0.59,11.198,0.0887917,2456487.425006,SuperWASP
HATS-33,HATS-33 b,Transit,2.5495551,255,1.06,1.02,13.787,0.1115,2456497.23181,HATSouth
WASP-107,WASP-107 b,Transit,5.72149,64.86,0.69,0.66,10.536,0.1147,2456514.4106,SuperWASP-South
HATS-7,HATS-7 b,Transit,3.185315,257,0.85,0.81,6.311,0.0958,2456528.29697,HATSouth
WASP-119,WASP-119 b,Transit,2.49979,333,1.02,1.2,15.693,0.126,2456537.547,SuperWASP-South
WASP-147,WASP-147 b,Transit,4.60273,426,1.04,1.43,12.498,0.1831,2456562.595,SuperWASP-South
WASP-167,WASP-167 b,Transit,2.0219596,381,1.59,1.79,17.71,0.1135,2456592.4643,Multiple Observatories
WASP-105,WASP-105 b,Transit,7.87288,252.52,0.89,0.9,10.761,0.155,2456600.0765,SuperWASP-South
HATS-59,HATS-59 b,Transit,5.416081,654.88,1.04,1.04,12.621,0.1497,2456620.66527,HATSouth
HATS-30,HATS-30 b,Transit,3.1743516,339,1.09,1.06,13.171,0.1146,2456629.76156,HATSouth
HATS-34,HATS-34 b,Transit,2.1061607,532,0.95,0.98,16.029,0.0648,2456634.85732,HATSouth
WASP-121,WASP-121 b,Transit,1.2749255,270,1.35,1.46,20.905,0.1203,2456635.70832,SuperWASP
HATS-6,HATS-6 b,Transit,3.3252725,148.4,0.57,0.57,11.187,0.08504,2456643.74058,HATSouth
XO-6,XO-6 b,Transit,3.7650007,237.06,1.47,1.93,23.203,0.1208333,2456652.71245,XO
KELT-14,KELT-14 b,Transit,1.7100566,266,1.24,1.52,19.537,0.09117,2456665.22401,KELT-South
WASP-114,WASP-114 b,Transit,1.5487743,460,1.29,1.43,15.009,0.11592,2456667.73582,SuperWASP-North
HATS-8,HATS-8 b,Transit,3.583893,829,1.06,1.09,9.785,0.1263,2456672.1102,HATSouth
WASP-132,WASP-132 b,Transit,7.133521,120,0.8,0.74,9.752,0.1284,2456698.2076,SuperWASP-South
HAT-P-55,HAT-P-55 b,Transit,3.5852467,480,1.01,1.01,13.249,0.1223,2456730.83468,HATNet
HATS-45,HATS-45 b,Transit,4.1876244,818,1.27,1.31,14.415,0.1269,2456731.19533,HATSouth
HATS-42,HATS-42 b,Transit,2.292102,942,1.27,1.48,15.693,0.1361,2456768.60734,HATSouth
K2-26,K2-26 b,Transit,14.5665,99.33,0.56,0.52,2.67,0.1970833,2456775.1659,K2
WASP-136,WASP-136 b,Transit,5.215357,164,1.41,2.21,15.468,0.2272,2456776.90615,SuperWASP
WASP-120,WASP-120 b,Transit,3.6112706,437,1.39,1.87,16.511,0.1483,2456779.43556,SuperWASP
WASP-118,WASP-118 b,Transit,4.0460435,380.53,1.32,1.7,16.141,0.2002,2456787.81423,SuperWASP
HATS-41,HATS-41 b,Transit,4.193649,800,1.5,1.71,14.908,0.0915,2456795.724,HATSouth
Kepler-21,Kepler-21 b,Transit,2.78578,113,1.41,1.9,1.639,0.1496,2456798.7188,Kepler
K2-5,K2-5 b,Transit,5.73594,204.12,0.61,0.57,1.91,0.1105833,2456808.86,K2
K2-19,K2-19 d,Transit,2.50856,292.14,0.93,0.86,1.14,0.0904167,2456808.9207,K2
K2-36,K2-36 b,Transit,1.42266,110.09,0.8,0.74,1.32,0.05025,2456809.4684,K2
K2-16,K2-16 c,Transit,19.07863,338.19,0.68,0.66,2.54,0.1607917,2456809.48,K2
K2-45,K2-45 b,Transit,1.7292684,502.34,0.5,0.45,6.71,0.070375,2456809.52604,K2
K2-49,K2-49 b,Transit,2.77065,463.06,0.51,0.45,1.93,0.096125,2456810.0203,K2
K2-50,K2-50 b,Transit,8.7529,259.33,0.61,0.55,1.59,0.1116667,2456810.3311,K2
K2-22,K2-22 b,Transit,0.381078,245.53,0.6,0.57,2.5,0.0333333,2456811.1208,K2
K2-16,K2-16 b,Transit,7.6188,338.19,0.68,0.66,2.02,0.103625,2456811.6871,K2
